,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact,Additional SDGs,Primary SDG,Source link,Multy label
310,Solar Foods Oy,http://www.solarfoods.fi/,Dealroom,Is a Finnish food tech company that creates innovations for producing food without agriculture,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/solar_foods_oy,0
311,Plantics,http://plantics.nl/,Dealroom,Plantics: Biodegradable bio-plastic from 100% renewables,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/plantics,0
312,Evolvere,https://www.evolvere.io/,Dealroom,A company specialized in the sustainable electricity production sector through small photovoltaic plants,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/evolvere,0
313,GRASSA,http://grassa.nl/,Dealroom,Upgrading grass and all kinds of crops through biorefining to make sustainable food for humans and animals,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/grassa_b_v_,0
314,Norhard,https://www.norhard.no,Dealroom,Environmentally efficient full profile drilling solution,,13,Planet,,,,,Core,https://app.dealroom.co/companies/norhard,0
315,Igloo,https://igloo.energy,Dealroom,Energy management application and provider,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/igloo_1_1,0
316,Heart Aerospace,https://heartaerospace.com,Dealroom,Heart Aerospace is building an electric regional airliner certified for passenger flight by 2025,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/heart_aerospace,0
317,Zencar,https://www.zencar.eu/en/,Dealroom,Brussels-based carsharing service delivered through a 100% electric vehicle fleet and numerous charging stations,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/zencar,0
318,Icewind ehf,http://icewind.is/en/,Dealroom,Designs and manufactures small wind turbines for cabins and even homes,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/icewind_ehf,0
319,Helioz R&D,http://helioz.org,Dealroom,Helioz is a social enterprise engaged in R&D and sale of affordable products for low income households in developing countries,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/helioz_r_d,0
320,Eco Wave Power,http://www.ecowavepower.com/,Dealroom,,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/eco_wave_power,0
321,Garbo ( ChemPET ),http://www.garbosrl.net,Dealroom,Industrial scale PET chemical recycling plant based on innovative glycolysis process,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/garbo,0
322,aQysta,http://www.aqysta.com,Dealroom,"Hydro-powered irrigation system, a sustainable solution that does not use any fuels and can be operated at virtually zero cost",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/aqysta,0
323,"Recargo, Inc.",http://recargo.com,Dealroom,Leading electric vehicle service provider: @PlugShare + @PluginCarsNews + @PlugInsights + More!,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/recargo_inc_,0
324,The Cheeky Panda,http://thecheekypanda.co.uk,Dealroom,"The Cheeky Panda is creating sustainable, skin friendly tissue paper products from Bamboo, the world’s fastest growing plant",,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/the_cheeky_panda,0
325,Helioclim,http://helioclim.fr,Dealroom,"Innovative solution for reversible climate control, supplied by concentrative thermic solar energy systems",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/helioclim,0
326,Newheat,http://newheat.fr/,Dealroom,Thermal energy produced exclusively from solar thermal technologies,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/newheat,0
327,Echion Technologies,https://www.echiontech.com/,Dealroom,Scalable materials innovations for next generation energy storage,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/echion_technologies,0
328,Propelair,http://www.propelair.com,Dealroom,The Toilet Reinvented,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/propelair,0
329,Green City Solutions,http://greencitysolutions.de/,Dealroom,Plant units designed to absorb air pollution,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_city_solutions,0
330,3E,http://3e.eu,Dealroom,3E - Renewable energy consulting and software,,"SDG 13,12",_multy_labeled,,,,,Core,https://app.dealroom.co/companies/3e,1
331,HomeTouch,http://www.myhometouch.com,Dealroom,SaaS platform for informal care,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/hometouch,0
332,Oc-tech,http://www.oceancleaner.es,Dealroom,Cleaning contaminated water,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/oc_tech,0
333,Green Energy Storage,http://www.greenenergystorage.eu/en/,Dealroom,Developing a new commercial energy storage system based on organic flow battery technology,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_energy_storage,0
334,Kleuster,https://www.kleuster.com/en/,Dealroom,Innovative electric vehicles adapted to the needs of professionals,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/kleuster,0
335,Cryoshelter,http://www.cryoshelter.com/,Dealroom,Cryoshelter Gmbh is a n Austrian company that has developed the LNG tank system for heavy duty trucks,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/cryoshelter,0
336,See.Sense,http://seesense.cc,Dealroom,Intelligent bike light that uses advanced sensor technology to react to its environment with daylight visible brightness,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/see_sense,0
337,Hydraredox,http://www.hydraredox.com/,Dealroom,Hydraredox develops and manufacturers electrochemical energy storage based on proprietary vanadium redox technology,,7,Prosperity,,,,,,https://app.dealroom.co/companies/hydraredox,0
338,Enairys Powertech,http://enairys.com/,Dealroom,"Enairys Powertech develops, manufactures, and sells clean energy storage and management systems based on compressed air",,7,Prosperity,,,,,,https://app.dealroom.co/companies/enairys_powertech,0
339,Bsq solar,http://www.bsqsolar.com,Dealroom,Manufacturer of CPV solar electric systems,,7,Prosperity,,,,,,https://app.dealroom.co/companies/bsq_solar,0
340,Sws - Solar water solutions,http://www.solarwatersolutions.fi,Dealroom,Water purification without fossil fuels,,7,Prosperity,,,,,,https://app.dealroom.co/companies/sws,0
341,Iphyc,http://www.i-phyc.com,Dealroom,Sustainable water recycling and nutrient recovery solutions,,11,Prosperity,,,,,,https://app.dealroom.co/companies/iphyc,0
342,Papyhappy,https://www.papyhappy.com/,Dealroom,Platform for senior housing,,11,Prosperity,,,,,,https://app.dealroom.co/companies/papyhappy,0
343,Fuelsave,http://www.fuelsave.de,Dealroom,FuelSave - Green Technology,,7,Prosperity,,,,,,https://app.dealroom.co/companies/fuelsave,0
344,Advanced Substrate Technologies,http://www.astech.dk,Dealroom,Develops a method that combines waste from biogas plants and the need for fungal substrates,,7,Prosperity,,,,,,https://app.dealroom.co/companies/ast_as,0
345,Agile Wind Power,http://www.agilewindpower.com/,Dealroom,Develops technology solutions for energy production from wind energy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/agile_wind_power,0
346,Customem,https://www.customem.com,Dealroom,Biologically derived materials for industrial water treatment,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/customem,0
347,Parking Energy Ltd,http://www.parkingenergy.com/,Dealroom,"Provides massively scalable EV charging services for real estate market, commercial and residential buildings and car park operators",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/parking_energy_ltd,0
348,Bionema,https://bionema.com/,Dealroom,"Bionema creates chemical-free pest management solutions for horticulture, turf & landscape, & forestry sectors",,13,Planet,,,,,Core,https://app.dealroom.co/companies/bionema,0
349,Buntplanet,http://www.buntplanet.com,Dealroom,Software for reducing water losses and engineering,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/buntplanet,0
350,Innowaste,http://www.inno-waste.com,Dealroom,Innowaste is a Hungarian company that specializes in developing burning technology and processing sewage sludge,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/innowaste_kft_,0
351,Waste4ME,http://www.waste4me.com,Dealroom,Provide technology solutions for the decentralized locations,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/waste4me_bv,0
352,Eqinov,http://eqinov.com,Dealroom,Demand side management operator,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/eqinov,0
353,Sos,http://www.sunoyster.com,Dealroom,SunOyster concentrating solar technology,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/sos_1,0
354,Dancerbus,http://dancerbus.com/,Dealroom,First ultra-light electric city bus,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/dancerbus,0
355,Aton Storage,http://www.atonstorage.com/,Dealroom,Engineering and production of electricity storage systems from renewable sources,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/aton_storage,0
356,MOGU,http://mycoplast.com,Dealroom,Industrial project and a tangible proof of Circular Economy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/mogu,0
357,Abyss Ingredients,https://www.abyss-ingredients.com/,Dealroom,"Develops a wide range of marine ingredients designed for nutraceuticals, cosmetic, aromatic, food and feed industries",,13,Planet,,,,,Side,https://app.dealroom.co/companies/abyss_ingredients,0
358,Heliovis AG,http://www.heliovis.com/,Dealroom,"HELIOVIS AG developed, produces, and markets the HELIOtube technology, a lightweight pneumatic solar concentrator",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/heliovis_ag,0
359,IBIS Power,http://www.ibispower.eu,Dealroom,IBIS Power delivers innovative renewable energy systems.,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ibis_power,0
360,Planet Horizons Technologies,http://aqua4d.com,Dealroom,AQUA4D,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/planet_horizons_technologies,0
361,Abundance Investment,https://www.abundanceinvestment.com,Dealroom,A leading direct investment platform giving people control over their money,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/abundance_investment,0
362,Renew tech,http://www.renewtech.co,Dealroom,ReNEW Technologies is an enterprise that has developed a patented biothermal 2-step process to ferment and extract volatile fatty acids,,3,People,,,,,Core,https://app.dealroom.co/companies/renew_tech,0
363,Agrifarm,https://agrifarm.dk/en/,Dealroom,"Entrepreneurship and innovation in agriculture, food, bioenergy and environmental technology.",,13,Planet,,,,,Side,https://app.dealroom.co/companies/agrifarm,0
364,ChargedUp,https://www.chargedup.green/,Dealroom,UK’s Phone Charging Network,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/chargedup,0
365,Terradona,http://terradona.com,Dealroom,Incentive system to reduce wastes,,7,Prosperity,,,,,,https://app.dealroom.co/companies/terradona,0
366,TERA Environnement,http://tera-environnement.com,Dealroom,Laboratory specialized in the analysis of the chemical contaminations,,7,Prosperity,,,,,,https://app.dealroom.co/companies/tera_environnement,0
367,Magic Recycle,https://www.magicrecycle.com/,Dealroom,Mobile Recycling and Cell Phone Reduction at the best price,,7,Prosperity,,,,,,https://app.dealroom.co/companies/magic_recycle,0
368,H2p systems,http://www.h2psystems.com,Dealroom,Waste heat regeneration technology,,7,Prosperity,,,,,,https://app.dealroom.co/companies/h2p_systems,0
369,Waste2Tricity,http://waste2tricity.com,Dealroom,"Waste2Tricity engages in developing, funding, and supporting energy-from-waste deployment projects in the United Kingdom.",,7,Prosperity,,,,,,https://app.dealroom.co/companies/waste2tricity,0
370,Floating Power Point,http://www.floatingpowerplant.com,Dealroom,Combined floating wind and wave energy device,,7,Prosperity,,,,,,https://app.dealroom.co/companies/fpp,0
371,AVA,http://ava-htc.com,Dealroom,Hydrothermal carbonization of biomass and sewage sludge,,11,Prosperity,,,,,,https://app.dealroom.co/companies/ava_2,0
372,Schwungrad energie,http://www.schwungrad-energie.com,Dealroom,Specializes in the installation and operation of high energy battery/flywheel storage plant,,7,Prosperity,,,,,,https://app.dealroom.co/companies/schwungrad_energie,0
373,PANOSOL,http://panosol.fr,Dealroom,Energy saving solutions to its clients by installing photovoltaic panels and solar thermal systems,,7,Prosperity,,,,,,https://app.dealroom.co/companies/panosol,0
374,1mpact Revolution,http://www.1mpactrevolution.com/,Dealroom,"Powering Helpfreely.org & Amazing Tech Tools for Nonprofit & For-profit Organizations, Envisioning Social, Environmental & Cultural Change",,13,Planet,,,,,,https://app.dealroom.co/companies/1mpact_revolution,0
375,Changers.com,http://www.changers.com,Dealroom,Innovative and social media device that can charge any cool gadget that uses a USB,,11,Prosperity,,,,,,https://app.dealroom.co/companies/changers_com,0
376,Submer Technologies,https://submer.com,Dealroom,Immersion Cooling Solution for Data Centers,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/submer_technologies,0
377,Vtx,http://www.vortexbladeless.com/.,Dealroom,"Company dedicated to the designing, manufacturing and commercialization",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/vtx,0
378,Aqua.abib,http://www.aqua-abib.com,Dealroom,Home,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/aqua_abib,0
379,Kyotherm,http://kyotherm.com,Dealroom,Kyotherm’s purpose is to provide project capital to finance renewable heating and energy savings projects,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/kyotherm,0
380,Tricoya Technologies,http://tricoya.com/,Dealroom,The leader in modified wood timber technology,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/tricoya_technologies,0
381,Algo Paint,http://www.peinture-algo.fr,Dealroom,Bio-sourced seaweed paint,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/algo_paint_decoration_and_services_sprl,0
382,Is clean air italia,http://www.iscleanair.com,Dealroom,Develops a modular solution that reduces effectively a wide range of air pollutants,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/is_clean_air_italia,0
383,Kimitec,http://www.kimitec.es,Dealroom,"Kimitec Group | Fertilizers, adapted to: geographic location, type of soil, crops, technology. Plant Nutrition, Organic farming, agricultural crops",,13,Planet,,,,,Core,https://app.dealroom.co/companies/kimitec,0
384,Helbio,http://www.helbio.com,Dealroom,Helbio develops and markets hydrogen fuel processors for energy applications,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/helbio,0
385,Ventive,http://ventive.co.uk,Dealroom,Heat recovery ventilation systems for homes built with chimneys,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ventive,0
386,Akvo,http://akvo.org,Dealroom,Operating a fund matchmaking and monitoring web platform for water and sanitation projects,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/akvo,0
387,Picvisa,http://www.picvisa.com,Dealroom,"Machine vision systems for sorting materials, with high focus on the recycling industry",,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/picvisa,0
388,Storelectric,https://www.storelectric.com,Dealroom,"Developer of projects using highly efficient forms of Compressed Air Energy Storage (CAES) using existing technologies, at a grid scale, efficiently and cost-effectively",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/storelectric,0
389,Kemwatt,http://www.kemwatt.com,Dealroom,Flow battery technology for the stationary energy storage market,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/kemwatt,0
390,Solar Monkey,http://www.solarmonkey.nl,Dealroom,Output prediction and monitoring of PV systems,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/solar_monkey,0
391,Felix-app,https://www.felix-app.com/,Dealroom,Business Solutions Publisher for Industry and Commerce,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/felix_app,0
392,Cuideo,https://cuideo.com/,Dealroom,Care for the elderly,,3,People,,,,,Core,https://app.dealroom.co/companies/cuideo,0
393,Ekkosense,http://ekkosense.co.uk,Dealroom,"Ekkosense specialises in developing and delivering expert software analytics, low cost innovative sensors",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ekkosense,0
394,Ceritech,http://www.ceritech.com/en,Dealroom,Ceritech AG,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/ceritech,0
395,SEIZSAFE,http://www.encore-lab.com/en,Dealroom,Encore Lab | Developing the future,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/seizsafe,0
396,BIPROCEL,http://biprocel.com,Dealroom,We design and license sustainable processes to address the growing demand for affordable ecological material,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/biprocel,0
397,Ecoisme,https://ecoisme.com/,Dealroom,An AI home energy assistant that makes suggestions on how to reduce customers’ electricity consumption,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ecoisme,0
398,Enval,http://enval.com,Dealroom,Privately funded,,13,Planet,,,,,Core,https://app.dealroom.co/companies/enval,0
399,Sunchem,http://www.sunchem.it,Dealroom,Agro-technology company exploring the possibilities of the new multi-purpose crop Solaris,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/sunchem,0
400,SunTech UK (efoldi),https://efoldi.co.uk,Dealroom,efoldi folding scooter,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/suntech_uk,0
401,Nice filler,http://www.nicefiller.it/,Dealroom,"Development, production and distribution of innovative polymers for food packaging manufacturers",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/nice_filler,0
402,Envio Systems,https://www.enviosystems.com/,Dealroom,Has developed a next generation building management solution enabling exponentially smarter digital commercial buildings,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/envio_systems_1,0
403,MagComp AB,http://www.magcomp.se/,Dealroom,MagComp AB - Inductors and Induction Heating,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/magcomp_ab,0
404,Alenvi,http://www.alenvi.io/,Dealroom,We are reinventing home care for the elderly,,3,People,,,,,Core,https://app.dealroom.co/companies/alenvi,0
405,Solaris Offgrid,http://www.solarisoffgrid.com/,Dealroom,Reduces energy poverty in Africa thanks to its integrated affordable rural energy solution,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/solaris_offgrid,0
406,Joma International AS,http://www.joma-int.com/,Dealroom,Nanotech company specialising intitania nanoparticles and photocatalysis,,9,Prosperity,,,,,Core,https://app.dealroom.co/companies/joma_international_as,0
407,Cool4sea,http://www.cool4sea.com,Dealroom,COOL4SEA INNOVATION LAB,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/cool4sea,0
408,Include,http://www.include.hr,Dealroom,#InClude,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/include,0
409,Sound Energy,http://soundenergy.nl/,Dealroom,Uses waves to cool and warm up buildings,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/sound_energy,0
410,Mud Jeans,https://mudjeans.eu/,Dealroom,Lease recycable jeans online,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/mud_jeans,0
411,Andel,http://www.andel.co.uk,Dealroom,"Design, development and application of specialized leak detection and environmental protection systems",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/andel,0
412,Bionova,http://www.bionova.fi,Dealroom,Your Partner for Sustainable Performance | Bionova,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/bionova,0
413,Madaster,https://www.madaster.com/nl,Dealroom,Gives materials an identity through a Material Passport,,13,Planet,,,,,Core,https://app.dealroom.co/companies/madaster_services,0
414,ARC Vehicle,https://arcvehicle.com/,Dealroom,Pioneers of Electric Machines,,13,Planet,,,,,Side,https://app.dealroom.co/companies/arc_vehicle,0
415,LUMI'IN,http://lumi-in.fr,Dealroom,Lumi'iN: a company for a bright future! Lumi'iN manufactures smart solar street lights!,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/lumi_in,0
416,InOpSys,http://www.inopsys.eu,Dealroom,On site treatment of watery industrial wastestreams,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/inopsys,0
417,OxyMem,http://www.oxymem.com/oxymem-mabr/,Dealroom,Energy efficient solution to waste water treatment,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/oxymem,0
418,Cysnergy,http://www.cysnergy.com,Dealroom,Engineering company dedicated to the design and installation of intelligent electrical energy management system,,13,Planet,,,,,Side,https://app.dealroom.co/companies/cysnergy,0
419,Newcy,http://newcy.fr/,Dealroom,"Reusable cups for your office space, zero waste",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/newcy,0
420,Ze-Watt,https://ze-watt.com/,Dealroom,Electric vehicle recharge solutions at the workplace,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ze_watt,0
421,Resourcify,https://www.resourcify.de/,Dealroom,Cloud platform for digital waste management,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/resourcify,0
422,D Laboratory,https://www.dlaboratory.com/,Dealroom,Smart grid company,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/d_laboratory,0
423,Avocado Store GmbH,https://www.avocadostore.de,Dealroom,Marketplace for Eco Fashion & Green Lifestyle,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/avocadostore,0
424,Plum Energie,https://plum-energie.fr,Dealroom,New generation electricity supplier,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/plum_energie,0
425,Pytheas Technology,http://pytheas-technology.com/,Dealroom,Innovative and patented Power Take Off (PTO) dedicated to renewable energy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/pytheas_technology,0
426,PeelPioneers,https://peelpioneers.nl/,Dealroom,Turning citrus peels into useful resources,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/peelpioneers,0
427,EthicalSuperstore.Com,http://ethicalsuperstore.com,Dealroom,"Bringing you feel good choices with thousands of Fairtrade, organic & eco-friendly gifts, gadgets & healthy groceries. #shopethical",,13,Planet,,,,,Core,https://app.dealroom.co/companies/ethicalsuperstore_com,0
428,Eolink,http://www.eolink.fr/,Dealroom,Developing cost-effective floating wind parks,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/eolink,0
429,Live Electric Tours,https://www.liveelectrictours.pt,Dealroom,Live Electric Tours is a new self-drive experience in 100% electric vehicles in Lisbon,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/live_electric_tours,0
430,Ombrea,https://ombrea.fr/en,Dealroom,Turnkey climate control tool adapted to weather-sensitive crops,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ombrea,0
431,Vessla,https://vessla.com/,Dealroom,Designing and producing electric scooters,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/vessla,0
432,Jimini,https://www.jiminis.com/,Dealroom,Online seller of edible insects,,2,People,,,,,Core,https://app.dealroom.co/companies/jimini,0
433,Nasekomo,https://www.nasekomo.life/,Dealroom,Produces animal feeds from organic waste,,13,Planet,,,,,Core,https://app.dealroom.co/companies/nasekomo,0
434,Poulehouse,https://www.poulehouse.fr/,Dealroom,Offers organic eggs produced with absolute respect for the life of chickens,,2,People,,,,,Core,https://app.dealroom.co/companies/poulehouse,0
435,Swytch Technology,http://swytchbike.com/,Dealroom,Electric bike conversion kit converts any bike into an eBike,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/swytch_technology,0
436,Polysolar,http://www.polysolar.co.uk/,Dealroom,Developer and installer of photovoltaic glazing solutions,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/polysolar,0
437,Po-Zu,http://www.po-zu.com,Dealroom,Award-winning sustainable footwear brand,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/po_zu,0
438,Ep tender,http://www.eptender.com,Dealroom,Extension of autonomy for electric vehicles,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ep_tender,0
439,Etactica,http://www.etactica.com,Dealroom,"Branch level monitoring system, making energy management more detailed and effective",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/etactica,0
440,SmartPulse Technology Inc.,http://www.smartpulse.io,Dealroom,SaaS solution that provides trading optimization for energy generators and consumers,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/smartpulse_technology_inc_,0
441,Zypho,https://www.zypho.eu/,Dealroom,The Saving Siphon,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/zypho,0
442,Enefgy,http://enefgy.com,Dealroom,"Enefgy offers a platform that enables organizations to store, manage, and analyze the hourly consumption of electricity.",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/enefgy,0
443,Wayfindr,http://wayfindr.net,Dealroom,"Wayfindr aims to empower vision impaired people to overcome isolation, through open standards for accessible audio based navigation",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/wayfindr,0
444,Ripple Energy,https://www.rippleenergy.com,Dealroom,Ripple Energy is to make clean energy ownership affordable and accessible for everyone,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ripple_energy,0
445,Wirmag,http://www.wirmag.eu/,Dealroom,"The solution for those who want to produce heat and hot water sustainably, environmentally friendly and cost-effectively",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/wirmag,0
446,Cubo,http://www.cubo-et.com/,Dealroom,"Produces and markets technologies that allow rational use of natural resources, preserving the environment and improving the quality of life",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/cubo,0
447,Konetik,http://www.konetik.com/,Dealroom,Mobility management solution for combustion and electric vehicle fleets,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/konetik,0
448,iFarm Project,http://ifarmproject.ru/,Dealroom,Data-driven distributed manufacturers for urban growing,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ifarm_project,0
449,THIS,http://www.this.co/,Dealroom,Plant-based food,,2,People,,,,,Core,https://app.dealroom.co/companies/this,0
450,TwentyGreen,http://twentygreen.com,Dealroom,Probiotic feed supplement for sustainable animal farming,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/twentygreen,0
451,Geothermal Engineering,http://geothermalengineering.co.uk,Dealroom,Geothermal Engineering is engaged in the development of deep geothermal heat and power projects.,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/geothermal_engineering,0
452,Unlimited Engineering,http://www.rideunlimited.co,Dealroom,Unlimited Electric Skateboards,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/unlimited_engineering,0
453,4685,http://www.redtenergy.com/,Dealroom,redT energy | Industrial energy storage systems,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/redt_1,0
454,Adaptive balancing power,http://www.adaptive-balancing.de,Dealroom,"Enabling reliable and economic green electric power, kinetic energy storage system, flywheel energy storage to dynamic grid stabilization",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/adaptive_balancing_power,0
455,Bintel AB,https://www.bintel.se,Dealroom,Bintel - The future of Waste Management with LoRaWAN,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/bintel_ab,0
456,Evreka,http://evreka.co,Dealroom,"Offers an enterprise approach to smart, connected waste management deployments",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/evreka_real_time_logistics_optimisation,0
457,Airwatergreen,http://airwatergreen.com/,Dealroom,Airwatergreen is a pioneer of moisture management technology. Airwatergreens products based on the technology Warm Condensation where heat instead of cooling is used to convert the moisture into liquid water,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/airwatergreen,0
458,Seabased,http://www.seabased.com,Dealroom,Global market leader in scalable wave energy parks,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/seabased,0
459,CollectiveCrunch Oy,http://www.collectivecrunch.com,Dealroom,Leader in AI for the forestry industry,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/collectivecrunch_oy,0
460,Rool'in,https://www.rool-in.com,Dealroom,Adaptative electric bike wheel,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/rool_in,0
461,Worn Again,http://www.wornagain.co.uk,Dealroom,Worn Again - Abundance. For Everyone. Forever.Worn Again,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/worn_again,0
462,Embion Technologies,https://www.embiontech.com/index.html,Dealroom,"Smart prebiotics by upcycling agri-food residues.We extract functional, soluble prebiotic oligosaccharides from industrial plant byproduct for sugar reduction and microbiome nutrition with a fast, precise and safe prop",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/embion_technologies,0
463,Neoalgae,http://www.neoalgae.es,Dealroom,"Biotechnology company dedicated to providing scientific advice in aquaculture, especially in microalgae",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/neoalgae,0
464,Younergy Solar SA,http://www.younergy.ch,Dealroom,Younergy | Solar Abonnement for Solar Panels,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/younergy_solar_sa,0
465,Sungen,http://www.sungen.it,Dealroom,"..:: SUN GEN srl – the SUN GENeration, here and now ::.. – Thermal and photovoltaic solar concentrators",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/sungen,0
